,Unnamed: 0,id,beam_id,observation_id,tuning,subband_offset,file_uri,file_local_enumeration,signal_frequency,signal_index,signal_drift_steps,signal_drift_rate,signal_snr,signal_coarse_channel,signal_beam,signal_num_timesteps,signal_power,signal_incoherent_power,source_name,fch1_mhz,foff_mhz,tstart,tsamp,ra_hours,dec_degrees,telescope_id,num_timesteps,num_channels,coarse_channel,start_channel,tstart_h
55328,19472434,959339301,482112,17926,AC,544,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C544.0028.raw.seticore.hits,3684,24308.65995731353,398436,-4,-2.078845032623836,16.7073917388916,30,1,8,439435952128.0,439435952128.0,Incoherent,24308.6598733902,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,83,30,398392,2023-12-17 11:23:48.372431
55498,19472604,959339614,482112,17926,AC,384,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C384.0028.raw.seticore.hits,276,24118.22370662689,169715,-2,-1.039422516311918,16.007383346557617,0,1,8,552972058624.0,552972058624.0,Incoherent,24118.223626518247,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,81,0,169673,2023-12-17 11:23:48.372431
59167,19476273,959346231,482111,17926,AC,736,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C736.0028.raw.seticore.hits,3985,24501.80225124359,473039,2,1.039422516311918,45.86732482910156,31,0,8,1368654479360.0,1315354443776.0,3073619025268414208,24501.802174949644,1.9073486328125e-06,60295.47484114859,0.524288,8.638733333333333,-0.69966,0,8,81,31,472999,2023-12-17 11:23:46.275238
64761,19481867,959357972,482112,17926,AC,704,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C704.0028.raw.seticore.hits,231,24438.190232658384,152165,3,1.559133774467877,43.06811141967773,0,1,8,1020871049216.0,1020871049216.0,Incoherent,24438.19015636444,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,82,0,152125,2023-12-17 11:23:48.372431
67149,19484255,959361480,482111,17926,AC,768,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C768.0028.raw.seticore.hits,171,24502.18470134735,149265,-3,-1.559133774467877,15.562081336975098,0,0,8,521529163776.0,559782887424.0,3073619025268414208,24502.18461933136,1.9073486328125e-06,60295.47486542165,0.524288,8.638733333333333,-0.69966,0,8,82,0,149222,2023-12-17 11:23:48.372431
67153,19484259,959361489,482111,17926,AC,768,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C768.0028.raw.seticore.hits,173,24502.068255805967,88214,-2,-1.039422516311918,95.65699768066406,0,0,8,2712088346624.0,2512470147072.0,3073619025268414208,24502.068175697324,1.9073486328125e-06,60295.47486542165,0.524288,8.638733333333333,-0.69966,0,8,81,0,88172,2023-12-17 11:23:48.372431
67332,19484438,959361850,482112,17926,AC,768,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C768.0028.raw.seticore.hits,261,24501.993958854677,49261,2,1.039422516311918,21.63114356994629,0,1,8,560696197120.0,560696197120.0,Incoherent,24501.993882560728,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,81,0,49221,2023-12-17 11:23:48.372431
67996,19485102,959362968,482111,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,208,24342.887772941587,517877,-4,-2.078845032623836,25.329864501953125,0,0,8,733298950144.0,634407223296.0,3073619025268414208,24342.887689018247,1.9073486328125e-06,60295.47486542165,0.524288,8.638733333333333,-0.69966,0,8,83,0,517833,2023-12-17 11:23:48.372431
67999,19485105,959362973,482111,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,209,24342.316623115537,218430,-3,-1.559133774467877,39.32503509521485,0,0,8,1089231716352.0,1101336412160.0,3073619025268414208,24342.316541099543,1.9073486328125e-06,60295.47486542165,0.524288,8.638733333333333,-0.69966,0,8,82,0,218387,2023-12-17 11:23:48.372431
68083,19485189,959363113,482111,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,238,24342.20121898651,157925,2,1.039422516311918,86.27498626708984,0,0,8,2283288133632.0,2170020560896.0,3073619025268414208,24342.201142692564,1.9073486328125e-06,60295.47486542165,0.524288,8.638733333333333,-0.69966,0,8,81,0,157885,2023-12-17 11:23:48.372431
68092,19485198,959363127,482111,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,241,24342.87674083709,512093,4,2.078845032623836,17.557722091674805,0,0,8,535633657856.0,539034189824.0,3073619025268414208,24342.87666454315,1.9073486328125e-06,60295.47486542165,0.524288,8.638733333333333,-0.69966,0,8,83,0,512053,2023-12-17 11:23:48.372431
68191,19485297,959363293,482112,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,275,24342.887772941587,517877,-5,-2.5985562907797948,27.58997917175293,0,1,8,637152395264.0,637152395264.0,Incoherent,24342.8876871109,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,84,0,517832,2023-12-17 11:23:48.372431
68194,19485300,959363298,482112,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,276,24342.31662502289,218431,-4,-2.078845032623836,52.005130767822266,0,1,8,1114644283392.0,1114644283392.0,Incoherent,24342.316541099543,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,83,0,218387,2023-12-17 11:23:48.372431
68197,19485303,959363303,482112,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,277,24342.828887367246,487004,-3,-1.559133774467877,16.116531372070312,0,1,8,412763947008.0,412763947008.0,Incoherent,24342.82880535125,1.9073486328125e-06,60295.47486542165,0.524288,8.63818611117221,-0.6929999990648925,0,8,82,0,486961,2023-12-17 11:23:48.372431
72295,19489401,959370396,482111,17926,AC,704,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C704.0028.raw.seticore.hits,4023,24469.773927116392,458189,2,1.039422516311918,50.82173156738281,31,0,8,1531958394880.0,1428191969280.0,3073619025268414208,24469.773850822447,1.9073486328125e-06,60295.47484114859,0.524288,8.638733333333333,-0.69966,0,8,81,31,458149,2023-12-17 11:23:46.275238
72455,19489561,959370681,482112,17926,AC,704,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C704.0028.raw.seticore.hits,4078,24469.773927116392,458189,2,1.039422516311918,60.82754135131836,31,1,8,1428191969280.0,1428191969280.0,Incoherent,24469.773850822447,1.9073486328125e-06,60295.47484114859,0.524288,8.63818611117221,-0.6929999990648925,0,8,81,31,458149,2023-12-17 11:23:46.275238
76614,19493720,959378101,482111,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,3930,24373.07016506195,89215,-2,-1.039422516311918,17.957416534423828,31,0,8,549655871488.0,530351259648.0,3073619025268414208,24373.070084953302,1.9073486328125e-06,60295.47484114859,0.524288,8.638733333333333,-0.69966,0,8,81,31,89173,2023-12-17 11:23:46.275238
76752,19493858,959378270,482112,17926,AC,608,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.11.1/23B-169.sb44907755.eb44921564.60295.44951556713.11.1.AC.C608.0028.raw.seticore.hits,4012,24373.07016506195,89215,-2,-1.039422516311918,21.952674865722656,31,1,8,530351259648.0,530351259648.0,Incoherent,24373.070084953302,1.9073486328125e-06,60295.47484114859,0.524288,8.63818611117221,-0.6929999990648925,0,8,81,31,89173,2023-12-17 11:23:46.275238
98591,19515697,959422751,482137,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,37,24158.29720630645,208250,156,37.834979593753815,42.22640228271485,8,0,16,2917153898496.0,1352935407616.0,3073619025268414208,24158.29713001251,1.9073486328125e-06,60295.48503879318,0.524288,8.638733333333333,-0.69966,0,16,235,8,208210,2023-12-17 11:38:27.351731
98592,19515698,959422752,482137,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,38,24158.337220573423,229229,165,40.01776687800884,17.211769104003906,8,0,16,1342332207104.0,682021617664.0,3073619025268414208,24158.33714427948,1.9073486328125e-06,60295.48503879318,0.524288,8.638733333333333,-0.69966,0,16,244,8,229189,2023-12-17 11:38:27.351731
98594,19515700,959422754,482138,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,40,24158.297244453428,208270,206,49.96157561739286,23.615333557128903,8,1,16,1580656492544.0,1580656492544.0,Incoherent,24158.297168159483,1.9073486328125e-06,60295.48503879318,0.524288,8.63818611117221,-0.6929999990648925,0,16,285,8,208230,2023-12-17 11:38:27.351731
98596,19515702,959422756,482137,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,42,24159.977189445493,40469,189,45.83853296935558,31.716402053833008,10,0,16,2244789141504.0,1194361749504.0,3073619025268414208,24159.977113151548,1.9073486328125e-06,60295.48503879318,0.524288,8.638733333333333,-0.69966,0,16,268,10,40429,2023-12-17 11:38:27.351731
98597,19515703,959422757,482138,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,43,24159.97722377777,40487,169,40.98789455989997,25.871362686157227,10,1,16,1695228755968.0,1695228755968.0,Incoherent,24159.977147483824,1.9073486328125e-06,60295.48503879318,0.524288,8.63818611117221,-0.6929999990648925,0,16,248,10,40447,2023-12-17 11:38:27.351731
98599,19515705,959422759,482137,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,45,24161.65720500946,396993,202,48.99144793550174,27.079105377197266,11,0,16,1953695793152.0,1165399818240.0,3073619025268414208,24161.657128715517,1.9073486328125e-06,60295.48503879318,0.524288,8.638733333333333,-0.69966,0,16,281,11,396953,2023-12-17 11:38:27.351731
98601,19515707,959422761,482138,17929,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.17.1/23B-169.sb44907755.eb44921564.60295.44951556713.17.1.AC.C416.0007.raw.seticore.hits,47,24161.657250785825,397017,210,50.93170329928399,19.898632049560547,11,1,16,1366644490240.0,1366644490240.0,Incoherent,24161.65717449188,1.9073486328125e-06,60295.48503879318,0.524288,8.63818611117221,-0.6929999990648925,0,16,289,11,396977,2023-12-17 11:38:27.351731
165050,19582156,959546292,482209,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0014.raw.seticore.hits,47,24167.497586631773,313307,115,27.8911708543698,40.02834701538086,17,0,16,2678685958144.0,2196315570176.0,3073619025268414208,24167.497510337827,1.9073486328125e-06,60295.51787838945,0.524288,8.638733333333333,-0.69966,0,16,194,17,313267,2023-12-17 12:25:44.692849
165051,19582157,959546293,482210,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0014.raw.seticore.hits,48,24167.497586631773,313307,115,27.8911708543698,36.218780517578125,17,1,16,2196315570176.0,2196315570176.0,Incoherent,24167.497510337827,1.9073486328125e-06,60295.51787838945,0.524288,8.63818611117221,-0.6929999990648925,0,16,194,17,313267,2023-12-17 12:25:44.692849
165054,19582160,959546296,482209,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0014.raw.seticore.hits,51,24169.17760028839,145542,115,27.8911708543698,18.268678665161133,19,0,16,1349826510848.0,1169698324480.0,3073619025268414208,24169.177523994444,1.9073486328125e-06,60295.51787838945,0.524288,8.638733333333333,-0.69966,0,16,194,19,145502,2023-12-17 12:25:44.692849
165055,19582161,959546297,482210,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0014.raw.seticore.hits,52,24169.17759647369,145540,117,28.376234695315365,17.49078941345215,19,1,16,1192147025920.0,1192147025920.0,Incoherent,24169.177520179743,1.9073486328125e-06,60295.51787838945,0.524288,8.63818611117221,-0.6929999990648925,0,16,196,19,145500,2023-12-17 12:25:44.692849
167504,19584610,959551322,482211,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,38,24164.179765129087,146677,183,44.3833414465189,19.012487411499023,14,0,16,1421479378944.0,1003341348864.0,3073619025268414208,24164.179688835145,1.9073486328125e-06,60295.5185580221,0.524288,8.638733333333333,-0.69966,0,16,262,14,146637,2023-12-17 12:26:43.413109
167506,19584612,959551324,482212,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,39,24164.17972507477,146656,191,46.32359681030115,15.695826530456545,14,1,16,1117098606592.0,1117098606592.0,Incoherent,24164.17964878082,1.9073486328125e-06,60295.5185580221,0.524288,8.63818611117221,-0.6929999990648925,0,16,270,14,146616,2023-12-17 12:26:43.413109
167511,19584617,959551329,482211,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,41,24165.81971874237,482197,172,41.71549032131831,26.249794006347656,15,0,16,1860565204992.0,1414256394240.0,3073619025268414208,24165.819642448423,1.9073486328125e-06,60295.5185580221,0.524288,8.638733333333333,-0.69966,0,16,251,15,482157,2023-12-17 12:26:43.413109
167513,19584619,959551331,482212,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,42,24165.819764518736,482221,174,42.20055416226387,25.21476936340332,15,1,16,1619888177152.0,1619888177152.0,Incoherent,24165.81968822479,1.9073486328125e-06,60295.5185580221,0.524288,8.63818611117221,-0.6929999990648925,0,16,253,15,482181,2023-12-17 12:26:43.413109
167526,19584632,959551349,482211,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,48,24169.13973369598,125689,170,41.23042648037275,19.49356460571289,19,0,16,1429157314560.0,925295968256.0,3073619025268414208,24169.13965740204,1.9073486328125e-06,60295.5185580221,0.524288,8.638733333333333,-0.69966,0,16,249,19,125649,2023-12-17 12:26:43.413109
167529,19584635,959551353,482211,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,49,24169.179726982115,146657,197,47.77878833313783,40.19651794433594,19,0,16,2682861387776.0,2194526699520.0,3073619025268414208,24169.17965068817,1.9073486328125e-06,60295.5185580221,0.524288,8.638733333333333,-0.69966,0,16,276,19,146617,2023-12-17 12:26:43.413109
167533,19584639,959551360,482212,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0021.raw.seticore.hits,51,24169.179738426206,146663,191,46.32359681030115,40.72726058959961,19,1,16,2427028766720.0,2427028766720.0,Incoherent,24169.17966213226,1.9073486328125e-06,60295.5185580221,0.524288,8.63818611117221,-0.6929999990648925,0,16,270,19,146623,2023-12-17 12:26:43.413109
169311,19586417,959554836,482213,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0028.raw.seticore.hits,47,24167.50228443145,315770,204,49.4765117764473,58.612911224365234,17,0,16,3817895886848.0,2200825495552.0,3073619025268414208,24167.50220813751,1.9073486328125e-06,60295.51923765475,0.524288,8.638733333333333,-0.69966,0,16,283,17,315730,2023-12-17 12:27:42.133370
169312,19586418,959554837,482214,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0028.raw.seticore.hits,48,24167.50229206085,315774,195,47.29372449219228,50.37215042114258,17,1,16,2954183835648.0,2954183835648.0,Incoherent,24167.502215766905,1.9073486328125e-06,60295.51923765475,0.524288,8.63818611117221,-0.6929999990648925,0,16,274,17,315734,2023-12-17 12:27:42.133370
169313,19586419,959554838,482213,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0028.raw.seticore.hits,49,24169.182311439512,148012,173,41.95802224179109,26.449058532714844,19,0,16,1847419600896.0,1384190312448.0,3073619025268414208,24169.182235145567,1.9073486328125e-06,60295.51923765475,0.524288,8.638733333333333,-0.69966,0,16,252,19,147972,2023-12-17 12:27:42.133370
169315,19586421,959554840,482214,17937,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.34.1/23B-169.sb44907755.eb44921564.60295.44951556713.34.1.AC.C416.0028.raw.seticore.hits,51,24169.18231525421,148014,175,42.443086082736656,25.497163772583008,19,1,16,1618749161472.0,1618749161472.0,Incoherent,24169.182238960264,1.9073486328125e-06,60295.51923765475,0.524288,8.63818611117221,-0.6929999990648925,0,16,254,19,147974,2023-12-17 12:27:42.133370
170651,19587757,959557929,482215,17938,AC,416,/mnt/cosmic-storage-2/data2/vla_target/23B-169.sb44907755.eb44921564.60295.44951556713/23B-169.sb44907755.eb44921564.60295.44951556713.36.1/23B-169.sb44907755.eb44921564.60295.44951556713.36.1.AC.C416.0000.raw.seticore.hits,38,24167.507182502744,318338,118,28.618766615788143,16.356435775756836,17,0,16,1243380449280.0,811043782656.0,3073619025268414208,24167.5071062088,1.9073486328125e-06,60295.52064410597,0.524288,8.638733333333333,-0.69966,0,16,197,17,318298,2023-12-17 12:29:43.650756
